GarageType,GarageYrBlt,GarageFinish,GarageQual,BsmtExposure,BsmtFinType2,BsmtFinType1,BsmtCond,BsmtQual,MasVnrArea,MasVnrType,Electrical,LotConfig,LandSlope,MSZoning,Foundation,ExterCond,ExterQual,Exterior2nd,Exterior1st,RoofMatl,RoofStyle,YearRemodAdd,YearBuilt,OverallCond,OverallQual,HouseStyle,BldgType,Condition2,BsmtFinSF1,LotArea,Street,LotShape,Condition1,Neighborhood,LandContour,Utilities,SaleCondition,HeatingQC,BsmtFinSF2,TotRmsAbvGrd,YrSold,MoSold,MiscVal,PoolArea,ScreenPorch,3SsnPorch,EnclosedPorch,OpenPorchSF,WoodDeckSF,PavedDrive,GarageArea,GarageCars,Fireplaces,Functional,KitchenQual,BsmtUnfSF,KitchenAbvGr,BedroomAbvGr,HalfBath,FullBath,BsmtHalfBath,BsmtFullBath,GrLivArea,LowQualFinSF,2ndFlrSF,1stFlrSF,CentralAir,SaleType,Heating,TotalBsmtSF,MSSubClass
Attchd,1964.0,RFn,TA,No,Unf,BLQ,TA,TA,272.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,HdBoard,CompShg,Gable,1964,1964,5,6,1Story,1Fam,Norm,490,10175,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,7,2008,7,0,0,0,407,0,0,0,Y,576,2,1,Typ,TA,935,1,3,0,2,0,0,1425,0,0,1425,Y,WD,GasA,1425,20
Attchd,1999.0,Fin,TA,No,Unf,GLQ,TA,Gd,456.0,BrkFace,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,MetalSd,MetalSd,CompShg,Gable,2000,1999,5,8,2Story,Twnhs,Norm,649,2645,Pave,Reg,Norm,Somerst,Lvl,AllPub,Abnorml,Ex,0,7,2009,8,0,0,0,0,0,0,115,Y,480,2,0,Typ,Gd,321,1,3,1,2,0,1,1739,0,756,983,Y,WD,GasA,970,160
Attchd,2004.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2004,2004,5,7,2Story,1Fam,Norm,0,11645,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2006,8,0,0,0,0,0,70,0,Y,565,2,0,Typ,Gd,860,1,3,1,2,0,0,1720,0,860,860,Y,WD,GasA,860,60
BuiltIn,2006.0,Fin,TA,Gd,Unf,Unf,TA,Ex,1031.0,BrkFace,SBrkr,CulDSac,Gtl,RL,PConc,TA,Ex,VinylSd,VinylSd,CompShg,Hip,2006,2006,5,10,2Story,1Fam,Norm,0,13682,Pave,IR2,Norm,StoneBr,HLS,AllPub,Partial,Ex,0,10,2006,10,0,0,0,0,37,0,192,Y,641,3,1,Typ,Gd,1410,1,3,1,3,0,0,2945,0,1519,1426,Y,New,GasA,1410,60
Detchd,1973.0,Unf,TA,Av,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Gable,1972,1972,7,5,1Story,1Fam,Norm,632,7200,Pave,Reg,Norm,CollgCr,Bnk,AllPub,Normal,Ex,0,4,2008,1,0,0,0,0,0,0,196,Y,352,1,0,Typ,TA,148,1,2,0,1,0,0,780,0,0,780,Y,WD,GasA,780,20
Detchd,2006.0,Unf,TA,No,Unf,ALQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2004,2004,5,6,1Story,1Fam,Norm,941,13072,Pave,Reg,RRAe,SawyerW,Lvl,AllPub,Partial,Ex,0,5,2006,5,0,0,0,0,0,50,0,Y,576,2,0,Typ,Gd,217,1,3,1,1,0,1,1158,0,0,1158,Y,New,GasA,1158,20
Detchd,1935.0,Unf,TA,No,Unf,Unf,Fa,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,MetalSd,MetalSd,CompShg,Gable,1996,1920,7,5,2.5Unf,1Fam,Norm,0,7200,Pave,Reg,Norm,IDOTRR,Lvl,AllPub,Normal,TA,0,6,2007,3,0,0,0,0,144,0,0,N,288,1,0,Typ,Fa,530,1,3,0,1,0,0,1111,0,530,581,N,WD,GasA,530,75
Attchd,2006.0,RFn,TA,Mn,Unf,GLQ,Gd,Gd,178.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2006,2006,5,8,1Story,TwnhsE,Norm,24,6442,Pave,IR1,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,6,2007,10,0,0,0,0,0,49,120,Y,484,2,1,Typ,Gd,1346,1,2,0,2,0,0,1370,0,0,1370,Y,WD,GasA,1370,120
Detchd,1990.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,Stucco,Stucco,CompShg,Gable,1950,1921,6,7,2Story,1Fam,Feedr,0,10300,Pave,IR1,RRAn,OldTown,Bnk,AllPub,Normal,Gd,0,9,2010,4,0,0,0,0,64,11,12,Y,480,2,0,Typ,TA,576,1,3,0,2,0,0,1710,0,808,902,Y,WD,GasA,576,70
Attchd,1998.0,RFn,TA,No,Unf,GLQ,TA,Gd,573.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1998,1997,5,7,2Story,1Fam,Norm,739,9375,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,8,2009,2,0,0,0,0,0,36,576,Y,645,2,0,Typ,Gd,318,1,3,1,2,0,1,2034,0,977,1057,Y,WD,GasA,1057,60
BuiltIn,2004.0,RFn,TA,Av,Unf,Unf,TA,Ex,344.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2004,5,8,2Story,1Fam,Norm,0,9591,Pave,Reg,Norm,NridgHt,Lvl,AllPub,Normal,Ex,0,9,2007,10,0,0,0,0,0,151,192,Y,852,3,1,Typ,Gd,1143,1,4,1,2,0,0,2473,0,1330,1143,Y,WD,GasA,1143,60
Attchd,1970.0,RFn,TA,Gd,Unf,GLQ,TA,Gd,287.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Gable,1989,1970,5,7,1Story,1Fam,Norm,912,19900,Pave,Reg,PosA,NAmes,Lvl,AllPub,Normal,TA,0,7,2010,7,0,0,0,0,0,0,301,Y,576,2,1,Min1,TA,1035,1,3,0,2,0,1,2207,0,0,2207,Y,WD,GasA,1947,20
Attchd,2003.0,RFn,TA,Av,Unf,GLQ,TA,Gd,167.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2003,2003,5,7,1Story,1Fam,Norm,1013,10665,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2007,6,0,0,0,0,0,29,144,Y,558,2,0,Typ,Gd,440,1,3,0,2,0,1,1479,0,0,1479,Y,WD,GasA,1453,20
Attchd,1945.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RM,CBlock,Gd,TA,MetalSd,MetalSd,CompShg,Gable,1950,1945,6,4,1Story,1Fam,Norm,0,4608,Pave,Reg,Artery,OldTown,Lvl,AllPub,Normal,TA,0,4,2010,6,0,0,0,0,0,0,0,Y,220,1,0,Typ,TA,747,1,2,0,1,0,0,747,0,0,747,Y,WD,GasA,747,30
Attchd,1953.0,Fin,TA,No,Unf,BLQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,TA,Gd,AsbShng,BrkFace,CompShg,Gable,1953,1953,4,7,1.5Fin,1Fam,Norm,603,15593,Pave,Reg,Norm,ClearCr,Lvl,AllPub,Normal,TA,0,7,2006,7,0,0,0,0,114,21,0,Y,667,2,1,Typ,TA,701,1,3,0,2,0,0,2287,0,983,1304,Y,WD,GasW,1304,50
Attchd,1973.0,Fin,TA,Gd,Unf,ALQ,TA,Gd,1115.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,Gd,TA,Plywood,Plywood,CompShg,Gable,1973,1973,6,7,1Story,1Fam,Norm,1880,13651,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Ex,0,8,2007,2,0,0,0,0,0,0,300,Y,516,2,2,Typ,TA,343,1,3,0,2,0,1,2223,0,0,2223,Y,WD,GasA,2223,20
Detchd,1987.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,CBlock,TA,TA,Plywood,HdBoard,CompShg,Gable,2006,1982,6,4,1Story,1Fam,Norm,565,7599,Pave,Reg,Norm,Mitchel,Lvl,AllPub,Normal,TA,0,4,2007,6,0,0,0,0,0,0,0,Y,360,2,0,Typ,TA,280,1,2,0,1,0,1,845,0,0,845,Y,WD,GasA,845,20
Attchd,1998.0,Fin,TA,No,Unf,Unf,TA,Gd,40.0,BrkFace,SBrkr,Corner,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1998,1998,5,7,2Story,1Fam,Norm,0,10141,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,7,2009,12,0,0,291,0,0,94,0,Y,427,2,1,Typ,TA,832,1,3,1,2,0,0,1718,0,833,885,Y,WD,GasA,832,60
Attchd,1989.0,Unf,TA,No,BLQ,ALQ,TA,TA,104.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,2003,1954,7,5,1Story,1Fam,Norm,320,10200,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,Gd,362,6,2010,5,0,0,0,0,0,0,0,Y,490,2,0,Typ,TA,404,1,3,0,1,0,1,1086,0,0,1086,Y,WD,GasA,1086,20
Detchd,1915.0,Unf,TA,No,Unf,Unf,TA,Fa,0.0,None,SBrkr,Corner,Gtl,RM,CBlock,Gd,Gd,VinylSd,VinylSd,CompShg,Gambrel,1950,1915,6,3,2Story,1Fam,Norm,0,5790,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Gd,0,8,2010,5,0,0,0,0,202,0,0,Y,379,1,0,Typ,TA,840,2,3,0,2,0,0,1605,0,765,840,N,WD,GasA,840,50
BuiltIn,1973.0,Unf,TA,Gd,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,CmentBd,CemntBd,CompShg,Gable,1973,1973,5,4,SLvl,Twnhs,Norm,462,1596,Pave,Reg,Norm,MeadowV,Lvl,AllPub,Normal,TA,0,5,2009,11,0,0,0,0,0,101,120,Y,297,1,0,Typ,TA,0,1,2,0,1,0,1,988,0,462,526,Y,WD,GasA,462,180
Detchd,1956.0,Unf,TA,No,Unf,ALQ,TA,TA,0.0,None,FuseA,Inside,Gtl,RL,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1956,1956,7,4,1Story,1Fam,Norm,228,8475,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Ex,0,4,2008,4,0,0,0,0,0,0,0,Y,283,1,0,Typ,TA,724,1,2,0,1,0,0,952,0,0,952,Y,WD,GasA,952,20
Detchd,1948.0,Unf,TA,No,GLQ,BLQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,2001,1948,5,5,1.5Fin,1Fam,Norm,336,8635,Pave,Reg,Norm,BrkSide,Lvl,AllPub,Normal,TA,41,6,2008,1,0,0,0,0,0,0,0,Y,240,1,0,Min1,TA,295,1,2,0,1,0,1,1285,0,213,1072,Y,WD,GasA,672,50
,,,,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1968,1968,5,4,1Story,Duplex,Norm,0,10778,Pave,Reg,Norm,Sawyer,Lvl,AllPub,Normal,TA,0,8,2010,4,0,0,0,0,0,0,0,Y,0,0,0,Typ,TA,1768,2,4,0,2,0,0,1768,0,0,1768,N,WD,GasA,1768,90
Detchd,1966.0,Unf,TA,No,Unf,Unf,TA,TA,0.0,None,SBrkr,Corner,Gtl,RM,PConc,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1981,1910,6,5,2Story,1Fam,Norm,0,10440,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Gd,0,5,2009,5,0,0,0,0,128,0,74,Y,440,2,0,Typ,TA,440,1,2,1,1,0,0,1230,0,548,682,Y,WD,GasA,440,50
Attchd,1968.0,Fin,TA,No,Unf,Rec,TA,Gd,576.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,Gd,TA,VinylSd,VinylSd,CompShg,Gable,1968,1968,6,6,2Story,1Fam,Norm,448,13000,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,8,2009,6,0,0,252,0,0,72,0,Y,509,1,1,Typ,Gd,448,1,4,1,2,0,0,2142,0,960,1182,Y,WD,GasA,896,60
Attchd,1998.0,Fin,TA,No,Unf,GLQ,Gd,Ex,443.0,BrkFace,SBrkr,FR2,Gtl,RM,PConc,Gd,TA,VinylSd,VinylSd,CompShg,Hip,1998,1998,5,6,1Story,TwnhsE,Norm,1201,4500,Pave,Reg,Norm,Mitchel,Lvl,AllPub,Normal,Ex,0,5,2006,3,0,0,0,0,0,199,0,Y,405,2,0,Typ,TA,36,1,2,0,2,0,1,1337,0,0,1337,Y,WD,GasA,1237,120
Attchd,2007.0,RFn,TA,No,Unf,GLQ,TA,Gd,468.0,Stone,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2007,2007,5,8,1Story,1Fam,Norm,33,10206,Pave,Reg,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,6,2008,10,0,0,0,0,0,99,144,Y,758,3,1,Typ,Gd,1530,1,3,0,2,0,0,1563,0,0,1563,Y,WD,GasA,1563,20
Detchd,1974.0,Unf,TA,No,Unf,Unf,TA,TA,66.0,BrkCmn,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,MetalSd,MetalSd,CompShg,Gable,1960,1960,5,5,1Story,1Fam,Norm,0,8892,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Gd,0,6,2007,7,0,0,0,0,0,0,74,Y,461,2,0,Typ,TA,1065,1,3,1,1,0,0,1065,0,0,1065,Y,COD,GasA,1065,20
BuiltIn,1995.0,Fin,TA,No,Unf,Unf,TA,Gd,22.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,TA,HdBoard,HdBoard,CompShg,Gable,1996,1995,5,7,SLvl,1Fam,Norm,0,8530,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,7,2009,5,700,0,0,0,0,72,120,Y,400,2,1,Typ,TA,384,1,3,1,2,0,0,1474,0,670,804,Y,WD,GasA,384,80
Attchd,1991.0,Unf,TA,No,Unf,Unf,TA,Gd,284.0,BrkFace,SBrkr,Corner,Gtl,RL,CBlock,TA,Gd,HdBoard,HdBoard,CompShg,Hip,1992,1991,5,8,2Story,1Fam,Norm,0,16059,Pave,Reg,Norm,NoRidge,Lvl,AllPub,Normal,Ex,0,9,2006,4,0,0,0,0,0,82,127,Y,462,2,1,Typ,Gd,1288,1,4,1,2,0,0,2417,0,1116,1301,Y,WD,GasA,1288,60
BuiltIn,2005.0,Fin,TA,Av,Unf,Unf,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2005,2005,5,6,2Story,1Fam,Norm,0,11911,Pave,IR2,Norm,Gilbert,Lvl,AllPub,Normal,Ex,0,6,2009,3,0,0,0,0,0,38,100,Y,400,2,1,Typ,Gd,684,1,3,1,2,0,0,1560,0,876,684,Y,WD,GasA,684,60
Detchd,2009.0,RFn,TA,Av,Unf,Unf,TA,Gd,76.0,Stone,SBrkr,Corner,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,2009,2009,5,6,2Story,TwnhsE,Norm,0,3951,Pave,Reg,Norm,Somerst,Lvl,AllPub,Partial,Ex,0,4,2009,6,0,0,0,0,0,234,0,Y,528,2,0,Typ,Gd,612,1,2,1,2,0,0,1224,0,612,612,Y,New,GasA,612,160
,,,,No,Unf,Unf,Fa,TA,0.0,None,SBrkr,Corner,Gtl,C (all),CBlock,Fa,Fa,Plywood,Plywood,CompShg,Hip,1982,1915,2,3,1.5Fin,1Fam,Feedr,0,8470,Pave,IR1,Feedr,IDOTRR,Lvl,AllPub,Abnorml,TA,0,6,2009,10,0,0,0,0,156,0,0,N,0,0,0,Typ,Fa,1013,1,2,0,1,0,0,1526,513,0,1013,N,ConLD,GasA,1013,50
,,,,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,1995,1994,5,4,1Story,1Fam,Norm,588,8070,Pave,Reg,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,5,2007,8,0,0,0,0,0,0,0,Y,0,0,0,Typ,TA,402,1,3,0,1,0,1,990,0,0,990,Y,WD,GasA,990,20
Detchd,1950.0,Unf,TA,,,,,,0.0,None,FuseA,Inside,Gtl,RL,Slab,TA,TA,Wd Sdng,BrkFace,CompShg,Gable,1950,1950,5,4,1Story,1Fam,Norm,0,7200,Pave,Reg,Norm,NAmes,Lvl,AllPub,Normal,TA,0,4,2006,7,0,0,0,0,0,29,0,Y,420,2,0,Typ,TA,0,1,2,0,1,0,0,1040,0,0,1040,Y,WD,GasA,0,20
Attchd,1961.0,Unf,TA,No,Unf,Rec,TA,TA,203.0,BrkCmn,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1961,1961,3,5,1Story,1Fam,Norm,600,8500,Pave,Reg,Norm,NAmes,Lvl,AllPub,Abnorml,TA,0,6,2006,12,0,0,0,0,0,0,0,Y,480,2,0,Typ,TA,635,1,2,0,1,0,0,1235,0,0,1235,Y,WD,GasA,1235,20
Detchd,1921.0,Unf,TA,No,Unf,ALQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,BrkTil,Gd,TA,Wd Sdng,Wd Sdng,CompShg,Gable,2006,1921,7,5,1Story,1Fam,Norm,713,13360,Pave,IR1,Norm,Crawfor,HLS,AllPub,Normal,Ex,0,5,2009,8,0,0,0,0,44,0,0,Y,432,2,0,Typ,TA,163,1,2,0,1,0,1,964,0,0,964,Y,WD,GasA,876,30
Detchd,1900.0,Unf,TA,Mn,Unf,Rec,Fa,TA,0.0,None,SBrkr,Corner,Gtl,C (all),BrkTil,TA,TA,MetalSd,MetalSd,CompShg,Hip,1998,1910,6,6,2.5Unf,2fmCon,Norm,1046,7200,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Ex,0,9,2007,11,0,0,99,0,0,0,0,Y,506,2,1,Typ,TA,168,2,4,0,2,1,0,2291,0,1031,1260,N,WD,GasW,1214,190
Attchd,1997.0,RFn,TA,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,Gd,TA,VinylSd,VinylSd,CompShg,Gable,1997,1997,5,6,2Story,1Fam,Norm,648,9337,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,7,2007,5,0,0,0,0,0,162,0,Y,684,2,0,Typ,Gd,176,1,3,1,2,0,1,1786,0,881,905,Y,WD,GasA,824,60
BuiltIn,1993.0,Fin,TA,No,Unf,ALQ,Gd,Gd,68.0,BrkFace,SBrkr,Corner,Gtl,RL,PConc,Gd,Ex,VinylSd,VinylSd,CompShg,Gable,1993,1993,8,6,2Story,1Fam,Norm,310,9765,Pave,IR2,Norm,Gilbert,Lvl,AllPub,Normal,Gd,0,6,2009,4,480,0,0,0,0,63,232,Y,420,2,1,Typ,TA,370,1,3,1,2,0,0,1470,0,790,680,Y,WD,GasA,680,60
Attchd,1999.0,RFn,TA,Av,Unf,ALQ,TA,Gd,183.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Gable,1999,1999,5,7,1Story,1Fam,Norm,1162,10264,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2006,8,0,0,0,0,0,29,158,Y,472,2,0,Typ,Gd,426,1,3,0,2,0,0,1588,0,0,1588,Y,WD,GasA,1588,20
Attchd,1965.0,Fin,TA,No,Unf,Rec,TA,TA,48.0,BrkFace,FuseF,Inside,Gtl,RL,CBlock,TA,TA,HdBoard,HdBoard,CompShg,Hip,1965,1965,5,4,1Story,1Fam,Norm,520,10921,Pave,Reg,Norm,Edwards,HLS,AllPub,Normal,TA,0,6,2007,5,0,0,0,0,0,0,120,P,432,1,0,Typ,TA,440,1,3,0,1,0,1,960,0,0,960,Y,WD,GasA,960,20
Basment,1920.0,Unf,Fa,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Corner,Gtl,RL,BrkTil,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1950,1920,5,5,1Story,1Fam,Norm,108,10625,Pave,Reg,Norm,Edwards,Lvl,AllPub,Abnorml,Fa,0,5,2010,5,400,0,0,0,77,0,0,Y,366,1,0,Typ,TA,350,1,2,0,1,0,0,835,0,0,835,N,COD,GasA,458,30
,,,,No,Unf,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Gable,1959,1959,5,4,1Story,1Fam,Norm,569,9320,Pave,IR1,Norm,NAmes,Lvl,AllPub,Normal,Fa,0,6,2010,1,400,0,0,0,0,0,352,Y,0,0,0,Typ,TA,381,1,3,1,1,0,1,1225,0,0,1225,Y,WD,GasA,950,20
Attchd,1977.0,RFn,TA,Mn,Unf,ALQ,TA,TA,28.0,BrkFace,SBrkr,Inside,Gtl,RL,PConc,TA,TA,Plywood,Plywood,CompShg,Gable,2001,1977,7,6,1Story,1Fam,Norm,1200,10603,Pave,IR1,Norm,NWAmes,Lvl,AllPub,Normal,Gd,0,6,2010,2,0,0,0,0,0,68,168,Y,480,2,2,Typ,Gd,410,1,3,0,2,0,1,1610,0,0,1610,Y,WD,GasA,1610,20
Attchd,1985.0,Fin,TA,No,Unf,Unf,TA,Gd,336.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,Gd,HdBoard,HdBoard,CompShg,Gable,1985,1985,5,6,2Story,1Fam,Norm,0,9206,Pave,Reg,Norm,SawyerW,Lvl,AllPub,Normal,TA,0,7,2010,6,0,0,0,0,0,46,192,Y,476,2,1,Typ,Gd,741,1,3,1,2,0,0,1732,0,755,977,Y,WD,GasA,741,60
Attchd,1979.0,Unf,TA,,,,,,0.0,None,SBrkr,Inside,Gtl,RL,Slab,Fa,TA,HdBoard,HdBoard,CompShg,Gable,1979,1979,5,5,1Story,Duplex,Norm,0,7018,Pave,Reg,Norm,SawyerW,Bnk,AllPub,Alloca,TA,0,8,2009,6,0,0,0,0,0,0,0,Y,410,2,0,Typ,TA,0,2,4,0,2,0,0,1535,0,0,1535,Y,WD,GasA,0,90
Attchd,2009.0,RFn,TA,No,Unf,Unf,TA,Gd,0.0,None,SBrkr,Corner,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2009,2009,5,7,1Story,1Fam,Norm,0,10402,Pave,IR1,Norm,CollgCr,Lvl,AllPub,Normal,Ex,0,6,2010,5,0,0,0,0,0,36,0,Y,740,3,0,Typ,Gd,1226,1,3,0,2,0,0,1226,0,0,1226,Y,WD,GasA,1226,20
Detchd,1951.0,Unf,TA,No,Unf,LwQ,TA,TA,600.0,BrkFace,FuseF,Corner,Gtl,RM,PConc,Fa,TA,Stucco,Stucco,CompShg,Gable,1950,1931,4,7,1.5Fin,1Fam,Norm,224,7758,Pave,Reg,Norm,IDOTRR,Lvl,AllPub,Normal,Ex,0,7,2007,6,0,0,184,0,0,0,0,Y,240,1,2,Typ,TA,816,1,4,1,1,0,0,1818,0,592,1226,Y,WD,GasA,1040,50
Attchd,2003.0,RFn,TA,No,Unf,Unf,TA,Ex,768.0,BrkFace,SBrkr,Inside,Gtl,FV,PConc,TA,Gd,VinylSd,VinylSd,CompShg,Hip,2004,2003,5,8,2Story,1Fam,Norm,0,9375,Pave,Reg,Norm,Somerst,Lvl,AllPub,Normal,Ex,0,9,2008,8,0,0,0,0,0,45,140,Y,648,2,1,Typ,Gd,1053,1,3,1,2,0,0,1992,0,939,1053,Y,WD,GasA,1053,60
Detchd,1954.0,Unf,Fa,No,Unf,Unf,TA,Fa,0.0,None,SBrkr,Inside,Gtl,RM,BrkTil,TA,TA,VinylSd,VinylSd,CompShg,Mansard,1995,1885,7,4,1Story,1Fam,Norm,0,10800,Pave,Reg,Norm,OldTown,Lvl,AllPub,Normal,Gd,0,6,2007,8,450,0,0,0,0,0,0,N,273,1,0,Typ,TA,641,1,2,0,1,0,0,1047,0,0,1047,Y,WD,GasA,641,30
Detchd,1948.0,Unf,TA,No,BLQ,ALQ,TA,TA,0.0,None,SBrkr,Inside,Gtl,RM,CBlock,TA,TA,VinylSd,VinylSd,CompShg,Gable,1950,1948,5,5,1Story,1Fam,Norm,104,6000,Pave,Reg,Norm,OldTown,Lvl,AllPub,Partial,Ex,169,5,2008,4,0,0,0,0,0,0,0,Y,250,1,0,Typ,TA,516,1,2,0,1,0,0,789,0,0,789,Y,WD,GasA,789,20
,,,,No,Unf,Unf,TA,TA,0.0,None,FuseF,Corner,Gtl,RM,CBlock,TA,TA,CmentBd,CemntBd,CompShg,Gable,2005,1919,7,5,1.5Fin,1Fam,Norm,0,8500,Pave,Reg,Artery,IDOTRR,Lvl,AllPub,Normal,TA,0,7,2007,8,0,0,0,0,144,0,0,N,0,0,0,Typ,Fa,793,1,3,0,2,0,0,1517,0,520,997,N,WD,GasW,793,50
Attchd,1977.0,RFn,TA,No,Unf,BLQ,TA,Gd,480.0,BrkFace,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Plywood,Plywood,CompShg,Hip,1977,1977,6,6,1Story,1Fam,Norm,705,11751,Pave,IR1,Norm,NWAmes,Lvl,AllPub,Normal,Ex,0,7,2010,1,0,0,0,0,0,122,0,Y,546,2,1,Typ,TA,1139,1,3,0,2,0,0,1844,0,0,1844,Y,COD,GasA,1844,20
Attchd,1954.0,Unf,TA,No,Unf,Rec,Fa,TA,0.0,None,SBrkr,Inside,Gtl,RL,CBlock,TA,TA,Wd Sdng,Wd Sdng,CompShg,Gable,1972,1954,4,6,1.5Fin,1Fam,Norm,444,9525,Pave,Reg,Norm,Edwards,Lvl,AllPub,Normal,Gd,0,7,2006,10,0,0,0,0,0,0,182,Y,325,1,0,Typ,TA,550,1,4,0,2,0,0,1855,0,639,1216,Y,WD,GasA,994,50
BuiltIn,2000.0,Fin,TA,No,Unf,GLQ,TA,Gd,0.0,None,SBrkr,Inside,Gtl,RL,PConc,TA,TA,VinylSd,VinylSd,CompShg,Gable,2000,2000,5,7,SLvl,1Fam,Norm,250,7750,Pave,IR1,Norm,Gilbert,Lvl,AllPub,Normal,Ex,0,7,2010,4,0,0,0,0,0,0,180,Y,400,2,1,Typ,TA,134,1,3,1,2,0,0,1430,0,656,774,Y,WD,GasA,384,80
